MovieID,Title,Genre,ReleaseYear,ReleaseDate,Country, BudgetUSD , US_BoxOfficeUSD , Global_BoxOfficeUSD , Opening_Day_SalesUSD , One_Week_SalesUSD ,IMDbRating,RottenTomatoesScore,NumVotesIMDb,NumVotesRT,Director,LeadActor, Profit ,Profit%,Hit_Flop,Rating_Category
1755,Need later,Action,2021,10-09-2021,South Korea," $44,43,210.75 "," $94,20,650.17 "," $1,74,38,173.16 "," $17,70,903.95 "," $55,15,558.67 ",8.1,87,249,1123,Oscar Santos,Jason Ramos," $1,29,94,962.41 ",292.47%,Hit,Excellent Performance
1756,Bad lose remain prove,Drama,2013,02-12-2013,Japan," $1,47,24,060.73 "," $3,89,61,345.25 "," $6,04,53,338.96 "," $95,92,853.93 "," $2,03,08,090.52 ",7.8,70,5235,50,Ashley Medina,Patricia Keller," $4,57,29,278.23 ",310.58%,Hit,Good Performance
1757,Before care,Action,2015,03-04-2015,USA," $26,13,438.78 "," $60,47,303.28 "," $1,16,02,580.53 "," $8,25,875.75 "," $33,51,827.02 ",6.5,70,8607,2317,Amanda Cantrell,Tracy Klein," $89,89,141.75 ",343.96%,Hit,Good Performance
1758,Ahead thousand within,Drama,2014,14-08-2014,UK," $1,70,82,630.18 "," $1,94,73,142.78 "," $4,02,35,501.47 "," $25,74,977.44 "," $86,01,715.77 ",4.7,56,37248,136,Courtney Reynolds,Nicole Turner," $2,31,52,871.29 ",135.53%,Hit,Average
1759,Fine court fight,Drama,1996,26-12-1996,USA," $8,81,910.63 "," $13,28,791.52 "," $28,62,271.37 "," $3,73,202.19 "," $5,62,641.65 ",7.7,63,4833,330,Roberto Underwood,Paige Gonzalez," $19,80,360.74 ",224.55%,Hit,Good Performance
1760,Your since Congress,Comedy,2012,21-09-2012,USA," $2,02,27,275.75 "," $2,61,59,524.09 "," $5,04,12,100.17 "," $55,45,557.18 "," $1,29,40,426.06 ",6.6,62,20706,6895,Diane Skinner,Tricia Thomas," $3,01,84,824.42 ",149.23%,Hit,Good Performance
1761,Kitchen better,Drama,1989,07-12-1989,USA," $28,39,832.41 "," $57,64,352.01 "," $1,37,67,980.88 "," $7,18,212.72 "," $32,40,712.85 ",6.2,53,7221,165,Samantha Campbell,David Martin," $1,09,28,148.47 ",384.82%,Hit,Good Performance
1762,So either movie summer,Comedy,2008,14-06-2008,Germany," $1,36,48,563.74 "," $2,30,24,734.27 "," $4,31,73,809.15 "," $29,93,494.20 "," $1,36,79,025.28 ",6.2,51,3517,827,Mrs. Hannah Campbell DDS,Kimberly Ray," $2,95,25,245.41 ",216.32%,Hit,Good Performance
1763,None campaign reach,Action,2018,13-02-2018,USA," $1,10,59,153.42 "," $2,53,81,896.43 "," $4,23,67,590.25 "," $63,39,625.40 "," $1,42,13,424.14 ",7.1,54,14610,66,Melanie Olson,Brian Gentry," $3,13,08,436.83 ",283.10%,Hit,Good Performance
1764,Activity painting,Action,1985,17-02-1985,China," $33,01,421.92 "," $14,85,862.55 "," $33,01,421.92 "," $2,41,598.20 "," $8,52,487.08 ",5.8,49,8761,439,Melanie Olson,Casey Collins, $-   ,0.00%,Break_even,Average
1765,Somebody fall decision,Comedy,2016,24-01-2016,USA," $1,58,05,472.66 "," $1,56,20,131.17 "," $2,89,76,237.53 "," $30,40,788.65 "," $85,64,946.59 ",7.7,76,2485,50,Jerry Owens,Trevor Lee," $1,31,70,764.87 ",83.33%,flop,Good Performance
1766,Loss,Drama,1970,29-07-1970,USA," $11,26,388.14 "," $28,57,485.09 "," $47,22,731.18 "," $4,87,108.59 "," $14,20,697.02 ",6.4,60,113,86,Jerry Owens,Sabrina Massey," $35,96,343.04 ",319.28%,Hit,Good Performance
1767,Feeling hotel interview,Horror,1984,29-03-1984,USA," $55,30,057.03 "," $1,10,19,461.39 "," $2,59,17,297.05 "," $28,20,542.84 "," $65,08,823.89 ",6.4,61,6219,2195,Michael Richards,Patrick Barnett," $2,03,87,240.02 ",368.66%,Hit,Good Performance
1768,Always enter safe,Comedy,2003,25-04-2003,USA," $1,26,65,598.67 "," $2,41,64,333.35 "," $3,94,77,640.94 "," $31,08,106.09 "," $1,36,29,919.10 ",4.2,27,2751,190,Diana Davis,Ashley French," $2,68,12,042.27 ",211.69%,Hit,Average
1769,Approach consumer front,Drama,2010,13-09-2010,USA," $12,36,078.31 "," $25,51,139.76 "," $51,20,121.86 "," $6,50,064.86 "," $11,04,031.78 ",6.2,58,62694,79,Melissa Cohen,William Ramirez," $38,84,043.55 ",314.22%,Hit,Good Performance
1770,Democratic,Drama,1995,04-05-1995,USA," $94,23,132.24 "," $1,76,44,305.48 "," $3,28,28,008.53 "," $27,15,333.39 "," $1,00,18,257.68 ",7.6,78,330,169,Sara Higgins,Theresa Cooley," $2,34,04,876.29 ",248.38%,Hit,Good Performance
1771,Pick artist,Horror,1988,09-11-1988,USA," $11,14,028.76 "," $7,59,269.50 "," $11,14,028.76 "," $1,78,262.25 "," $3,17,050.43 ",9.4,93,18973,84,Vanessa Fox,Rachel Howard, $-   ,0.00%,Break_even,Excellent Performance
1772,Second,Action,2000,01-05-2000,USA," $1,02,68,230.80 "," $1,21,18,885.05 "," $2,34,45,468.09 "," $29,96,644.97 "," $61,96,545.53 ",6.1,58,403,588,David Hall,Karen Shaffer," $1,31,77,237.29 ",128.33%,Hit,Good Performance
1773,Traditional table know,Drama,2019,17-09-2019,USA," $66,04,702.00 "," $1,78,59,865.99 "," $2,86,37,742.51 "," $26,07,016.93 "," $82,20,355.28 ",2.6,31,1204,268,Stephanie Hayes,Olivia Allen," $2,20,33,040.51 ",333.60%,Hit,Average
1774,Contain memory,Thriller,1954,04-08-1954,Germany," $71,09,039.49 "," $51,95,147.72 "," $1,05,42,264.53 "," $10,57,181.44 "," $28,28,953.28 ",4.9,49,1057,8619,Megan Sharp,Meghan Mcintosh," $34,33,225.04 ",48.29%,flop,Average
1775,Name care,Comedy,2010,08-08-2010,USA," $18,42,105.19 "," $11,59,644.43 "," $18,42,105.19 "," $2,04,363.00 "," $5,48,224.89 ",5.1,55,1194,59,Benjamin Ray,Sharon Rodriguez, $-   ,0.00%,Break_even,Average
1776,Serve life throughout,Comedy,2001,03-11-2001,UK," $3,41,670.99 "," $7,42,561.14 "," $16,12,410.03 "," $1,35,352.62 "," $4,19,748.69 ",7.2,87,2485,61,Mrs. Hannah Campbell DDS,Nicholas Richards," $12,70,739.04 ",371.92%,Hit,Good Performance
1777,Whatever bag,Drama,1979,21-05-1979,USA," $21,22,997.71 "," $50,14,801.37 "," $1,00,96,300.75 "," $7,83,899.45 "," $26,32,417.22 ",5.7,57,4034,67,Michael Chung,Andrew Walker PhD," $79,73,303.04 ",375.57%,Hit,Average
1778,Case since,Thriller,2015,15-06-2015,USA," $9,54,62,865.54 "," $6,86,33,273.73 "," $9,97,24,234.90 "," $91,45,878.34 "," $3,49,54,902.39 ",5.6,68,4903,2679,Elizabeth Lane,Nicole Morales," $42,61,369.36 ",4.46%,flop,Average
1779,Picture prevent her,Comedy,1974,20-09-1974,USA," $3,29,769.97 "," $5,12,819.10 "," $12,74,781.17 "," $1,42,293.99 "," $2,41,643.65 ",3.3,28,100,211,Kim Watkins,Cassandra Dennis," $9,45,011.20 ",286.57%,Hit,Average
1780,Know color probably,Drama,2008,07-03-2008,USA," $52,73,396.56 "," $33,85,928.68 "," $69,92,801.80 "," $5,06,362.56 "," $19,89,314.12 ",7,67,394,3299,William Walker,Brandon Mcguire," $17,19,405.24 ",32.61%,flop,Good Performance
1781,Candidate history,Romance,2025,02-04-2025,USA," $2,01,15,203.79 "," $2,25,79,715.02 "," $3,72,56,943.17 "," $51,80,378.04 "," $96,07,220.38 ",6.5,69,1093,6813,Chad Peters MD,William Brooks," $1,71,41,739.38 ",85.22%,flop,Good Performance
1782,All economic remain,Drama,1977,24-03-1977,Australia," $2,83,13,426.07 "," $7,19,60,167.94 "," $11,23,82,725.50 "," $90,99,870.25 "," $3,15,27,557.31 ",6.2,67,4560,2341,Joshua Morales,Stephanie Ferrell," $8,40,69,299.43 ",296.92%,Hit,Good Performance
1783,Trade,Documentary,1976,08-11-1976,USA," $11,37,022.41 "," $13,15,370.48 "," $27,69,971.44 "," $3,90,335.52 "," $6,38,191.92 ",8.7,87,20783,50,James Wright,Shannon Hunt," $16,32,949.03 ",143.62%,Hit,Excellent Performance
1784,Blue say another painting,Horror,1997,13-08-1997,France," $25,04,081.10 "," $49,37,816.85 "," $1,22,67,452.79 "," $14,77,693.33 "," $24,73,610.29 ",4.8,34,16667,1940,Roberto Underwood,Patricia Ramirez," $97,63,371.69 ",389.90%,Hit,Average
1785,Evening else,Documentary,1968,02-09-1968,Canada," $29,24,423.58 "," $22,45,790.09 "," $54,82,040.16 "," $5,65,275.80 "," $10,59,654.97 ",7.2,62,70141,6949,Jason Jones,John Jones," $25,57,616.58 ",87.46%,flop,Good Performance
1786,Trial general over,Drama,2024,26-08-2024,USA," $1,45,88,945.70 "," $3,20,82,952.62 "," $6,71,48,744.22 "," $86,43,655.30 "," $1,62,62,278.10 ",4.5,39,1810,50,Ryan Tate,William Ramirez," $5,25,59,798.52 ",360.27%,Hit,Average
1787,Day crime catch,Thriller,2017,25-01-2017,USA," $25,00,675.53 "," $42,66,333.53 "," $92,21,973.14 "," $7,50,488.84 "," $25,43,302.06 ",8,71,630,1335,Gary Simmons,Becky Kerr," $67,21,297.61 ",268.78%,Hit,Excellent Performance
1788,Practice line,Drama,1992,09-08-1992,USA," $2,26,85,515.09 "," $5,32,67,741.97 "," $9,90,22,183.63 "," $1,34,79,766.77 "," $2,32,09,483.94 ",8.9,87,122,120,Barbara Torres,Christopher Hanson," $7,63,36,668.54 ",336.50%,Hit,Excellent Performance
1789,Activity join long,Drama,2016,27-06-2016,USA," $74,45,616.46 "," $82,73,174.09 "," $1,96,85,292.99 "," $24,16,493.52 "," $43,80,033.86 ",6.4,74,5359,60,Dr. Michael Monroe,Paul Glover," $1,22,39,676.53 ",164.39%,Hit,Good Performance
1790,Knowledge college home when,Comedy,1997,21-05-1997,USA," $1,30,71,138.03 "," $94,33,807.47 "," $1,45,16,161.21 "," $26,04,626.28 "," $50,91,456.25 ",6.2,54,2698,50,Sharon Wilson,Douglas Davis," $14,45,023.18 ",11.06%,flop,Good Performance
1791,Stop fact,Drama,1994,08-10-1994,India," $1,64,92,931.43 "," $1,26,54,209.52 "," $3,05,75,233.17 "," $20,35,960.28 "," $65,03,043.05 ",3.8,33,4151,62,Heidi Cisneros,Adam Bowman," $1,40,82,301.74 ",85.38%,flop,Average
1792,Spend fire value,Comedy,2017,20-06-2017,China," $46,40,823.89 "," $38,27,997.80 "," $83,73,531.96 "," $9,50,121.65 "," $15,42,679.17 ",10,100,3844,521,Dr. Michael Monroe,Jeffrey Smith," $37,32,708.07 ",80.43%,flop,Excellent Performance
1793,Light go,Drama,1995,25-06-1995,France," $36,22,099.15 "," $40,11,475.87 "," $98,65,268.67 "," $6,77,031.91 "," $19,20,851.86 ",7.3,75,5427,1249,Denise Horne,Brian Rodriguez," $62,43,169.52 ",172.36%,Hit,Good Performance
1794,Manage market,Comedy,1995,06-06-1995,USA," $1,78,701.10 "," $1,00,847.65 "," $2,30,142.72 "," $21,435.03 "," $44,082.72 ",5.4,67,2547,153,Claudia Smith,Shawn Washington," $51,441.62 ",28.79%,flop,Average
1795,Employee toward,Thriller,1968,28-07-1968,USA," $1,09,27,049.85 "," $1,02,52,465.39 "," $1,53,62,800.48 "," $19,76,715.83 "," $42,62,295.30 ",5.9,50,1450,801,Mary Mitchell,Rachel Howard," $44,35,750.63 ",40.59%,flop,Average
1796,Once,Comedy,2003,31-10-2003,UK," $30,64,174.36 "," $27,94,811.24 "," $62,18,479.35 "," $3,16,257.40 "," $16,34,125.02 ",7,74,6292,10534,Maria Lane,Mark Smith," $31,54,304.99 ",102.94%,Hit,Good Performance
1797,Word arrive feeling,Drama,1974,29-09-1974,USA," $37,83,924.04 "," $24,94,185.70 "," $37,83,924.04 "," $7,07,988.72 "," $13,70,539.24 ",8.7,100,4127,115,Emily Miller,Jennifer Moore, $-   ,0.00%,Break_even,Excellent Performance
1798,Style accept for,Sci-Fi,1982,16-07-1982,USA," $79,81,508.97 "," $1,55,01,013.15 "," $3,38,86,315.24 "," $24,95,817.38 "," $62,71,533.26 ",7,60,271,383,Michael Manning,Amanda Lawson," $2,59,04,806.27 ",324.56%,Hit,Good Performance
1799,Everybody control,Horror,1994,16-05-1994,USA," $2,61,18,734.26 "," $2,88,16,319.66 "," $4,17,76,566.80 "," $86,26,784.16 "," $1,67,97,334.37 ",7.7,80,17207,158,Sharon Wilson,William Brooks," $1,56,57,832.54 ",59.95%,flop,Good Performance
1800,Operation maintain today,Romance,1963,04-07-1963,India," $20,85,295.15 "," $39,30,684.46 "," $59,03,468.56 "," $6,04,752.77 "," $18,67,592.99 ",4,46,8077,50,Albert Phillips,Jason Chavez," $38,18,173.41 ",183.10%,Hit,Average
1801,Language sea world,Comedy,2009,02-07-2009,USA," $4,71,033.59 "," $11,56,119.84 "," $18,32,393.27 "," $2,38,804.56 "," $5,23,770.09 ",4.7,52,6657,50,Michael Richards,Douglas Davis," $13,61,359.68 ",289.02%,Hit,Average
1802,International describe,Thriller,2016,30-10-2016,USA," $77,68,810.03 "," $2,11,39,305.05 "," $3,15,38,772.12 "," $46,13,680.06 "," $1,14,55,599.34 ",6.3,61,4781,238,William Carpenter,Mr. Michael Snyder," $2,37,69,962.09 ",305.97%,Hit,Good Performance
1803,Prevent process,Comedy,2022,03-02-2022,USA," $46,39,018.74 "," $96,38,297.62 "," $1,42,24,164.85 "," $10,31,233.59 "," $42,63,550.64 ",6.9,80,3735,759,Rachel Kirby,Heather Allison," $95,85,146.11 ",206.62%,Hit,Good Performance
1804,Garden prepare both,Drama,2024,30-06-2024,USA," $1,02,10,881.50 "," $1,43,51,105.10 "," $2,31,72,017.06 "," $38,31,803.71 "," $76,85,408.43 ",3.6,44,1303,454,Claudia Smith,Nicole Dawson," $1,29,61,135.56 ",126.93%,Hit,Average
1805,Generation south tough behind,Horror,1974,01-03-1974,USA," $3,53,53,124.46 "," $6,60,97,366.18 "," $13,52,39,116.80 "," $1,12,79,294.17 "," $3,24,02,084.17 ",7.4,90,8350,4621,Philip Simmons,Diane Jacobs," $9,98,85,992.34 ",282.54%,Hit,Good Performance
1806,Wide respond suggest,Thriller,1984,28-09-1984,USA," $8,38,674.57 "," $14,71,555.88 "," $34,03,320.57 "," $2,12,568.97 "," $8,76,856.60 ",7.7,70,655,393,Kelsey Ellis,Daniel Thompson," $25,64,646.00 ",305.80%,Hit,Good Performance
1807,Practice describe,Drama,2012,07-07-2012,USA," $2,85,77,523.44 "," $7,55,69,684.92 "," $11,36,59,051.90 "," $1,59,41,053.73 "," $4,11,70,001.57 ",10,100,3249,468,Kristina Moore,Carl Schneider," $8,50,81,528.46 ",297.72%,Hit,Excellent Performance
1808,Compare break meeting,Drama,1979,31-05-1979,USA," $59,71,406.15 "," $1,67,79,144.83 "," $2,48,29,708.65 "," $50,24,379.35 "," $97,62,285.21 ",8.1,79,4978,50,Michael Richards,Nicholas Richards," $1,88,58,302.50 ",315.81%,Hit,Excellent Performance
1809,Physical themselves money,Comedy,1987,31-10-1987,USA," $86,00,631.03 "," $1,42,57,174.86 "," $2,80,68,899.89 "," $18,07,879.78 "," $81,82,920.85 ",6.1,61,2402,75,Tyler Sanchez,Kathryn Stevenson," $1,94,68,268.86 ",226.36%,Hit,Good Performance
1810,Off protect,Drama,2003,10-03-2003,USA," $95,03,784.08 "," $87,78,042.71 "," $1,48,89,490.88 "," $18,48,755.94 "," $50,32,903.26 ",4.8,26,4213,50,Sophia Gomez,Ashley French," $53,85,706.80 ",56.67%,flop,Average
1811,Sing professor,Sci-Fi,2003,11-10-2003,UK," $10,94,990.51 "," $14,90,563.31 "," $22,64,088.71 "," $1,84,151.56 "," $6,55,960.54 ",8.2,96,6475,910,Joshua Baker,Pamela Lopez," $11,69,098.20 ",106.77%,Hit,Excellent Performance
1812,Worry window,Drama,2016,02-08-2016,USA," $8,64,832.14 "," $7,62,422.37 "," $15,24,059.65 "," $1,63,887.30 "," $3,20,529.57 ",4.8,38,178,2583,Darrell Carlson,Mathew Castillo," $6,59,227.51 ",76.23%,flop,Average
1813,Black behind yes,Drama,1988,22-11-1988,India," $51,28,799.87 "," $42,27,957.96 "," $80,74,322.81 "," $11,44,751.21 "," $24,23,735.41 ",7.6,80,2416,50,John Jones,Melissa Mcgee," $29,45,522.94 ",57.43%,flop,Good Performance
1814,Clear remember then,Drama,2011,10-04-2011,USA," $24,11,884.08 "," $77,19,081.17 "," $1,13,08,907.20 "," $14,00,428.03 "," $42,75,089.90 ",6.6,77,1908,91,Joseph Willis,Duane Fletcher DDS," $88,97,023.12 ",368.88%,Hit,Good Performance
1815,Phone approach commercial,Thriller,2017,23-03-2017,USA," $2,82,27,203.59 "," $4,39,75,619.95 "," $8,73,82,709.46 "," $94,98,796.25 "," $1,86,04,694.70 ",9.2,78,1690,467,Nicholas Murphy,Theresa Cooley," $5,91,55,505.87 ",209.57%,Hit,Excellent Performance
1816,Rock stay,Action,2004,02-04-2004,USA," $5,85,068.11 "," $18,60,946.43 "," $27,67,024.62 "," $5,14,284.63 "," $7,85,671.26 ",7.5,87,314,1013,Oscar Santos,Thomas Sims," $21,81,956.51 ",372.94%,Hit,Good Performance
1817,Without memory ability,Action,2013,29-11-2013,USA," $11,60,709.16 "," $25,64,909.44 "," $44,42,275.85 "," $5,08,564.93 "," $10,42,254.59 ",7.3,80,2920,577,Christian Hernandez,Thomas Sims," $32,81,566.69 ",282.72%,Hit,Good Performance
1818,Think song operation,Romance,2015,10-05-2015,USA," $22,79,652.30 "," $64,70,822.40 "," $1,04,11,059.93 "," $12,47,647.03 "," $33,14,203.53 ",5,36,481,1238,Christopher Roach,Stephanie Ferrell," $81,31,407.63 ",356.70%,Hit,Average
1819,Know section,Drama,2020,07-06-2020,Australia," $1,00,000.00 "," $2,79,084.03 "," $4,74,300.36 "," $75,629.91 "," $1,12,559.97 ",7.8,94,531,50,Diane Skinner,Russell Martin," $3,74,300.36 ",374.30%,Hit,Good Performance
1820,Pick appear,Action,1975,11-07-1975,Canada," $35,78,580.85 "," $16,59,590.08 "," $35,78,580.85 "," $4,50,894.79 "," $9,09,149.74 ",3.2,41,14604,309,Philip Simmons,Catherine Rogers, $-   ,0.00%,Break_even,Average
1821,Pass human,Romance,1982,03-10-1982,USA," $38,87,966.84 "," $78,34,487.35 "," $1,44,08,987.43 "," $14,10,395.28 "," $43,79,564.69 ",6.7,45,15414,729,Jessica Gonzalez,Corey Johnson," $1,05,21,020.59 ",270.60%,Hit,Good Performance
1822,Serve story history,Thriller,2005,29-08-2005,UK," $10,30,779.74 "," $28,30,873.42 "," $46,70,845.18 "," $5,05,236.00 "," $12,14,533.51 ",7.1,89,25311,273,Bryan Murray,Christopher Rodgers," $36,40,065.44 ",353.14%,Hit,Good Performance
1823,Charge seem,Action,2010,21-11-2010,USA," $14,19,465.66 "," $38,30,504.41 "," $57,13,843.02 "," $6,98,761.65 "," $18,92,673.22 ",8.3,80,623,50,Diana Davis,Steven Green," $42,94,377.36 ",302.53%,Hit,Excellent Performance
1824,Someone on,Thriller,1994,20-09-1994,UK," $26,01,489.43 "," $39,19,431.07 "," $86,73,837.78 "," $7,24,559.92 "," $20,85,849.31 ",5.4,65,5516,296,Jacqueline Briggs,Benjamin Walters," $60,72,348.35 ",233.42%,Hit,Average
1825,Require agency,Action,1958,29-07-1958,USA," $72,74,377.91 "," $94,46,926.57 "," $2,35,45,866.42 "," $14,96,980.28 "," $43,17,000.17 ",4.5,31,5817,3322,Kim Watkins,Christopher Patterson," $1,62,71,488.51 ",223.68%,Hit,Average
1826,Series,Comedy,2018,17-01-2018,USA," $11,08,276.06 "," $21,23,698.35 "," $41,38,314.06 "," $2,77,204.49 "," $10,82,305.46 ",7.4,61,30576,477,Faith Franklin,Russell Martin," $30,30,038.00 ",273.40%,Hit,Good Performance
1827,Certain throughout produce,Action,2012,24-10-2012,USA," $59,84,965.71 "," $1,32,88,263.47 "," $2,57,34,546.45 "," $16,03,433.16 "," $53,87,436.32 ",7.8,87,1545,1553,Matthew Beck,Krystal Cross," $1,97,49,580.74 ",329.99%,Hit,Good Performance
1828,Prove fast well,Drama,2015,14-07-2015,USA," $30,24,462.01 "," $38,11,649.99 "," $61,46,150.31 "," $6,50,200.59 "," $15,56,914.86 ",6.7,58,20709,50,Jennifer Atkinson,Joseph Leon," $31,21,688.30 ",103.21%,Hit,Good Performance
1829,This its,Drama,2022,22-05-2022,USA," $15,47,907.11 "," $36,83,618.25 "," $59,83,571.14 "," $9,24,389.36 "," $21,93,966.75 ",6.4,70,29137,566,Kayla Young,Jonathan Lee," $44,35,664.03 ",286.56%,Hit,Good Performance
1830,Land customer take,Comedy,2025,07-08-2025,USA," $26,72,286.90 "," $43,03,238.55 "," $61,72,008.14 "," $12,31,155.68 "," $19,97,540.47 ",7.5,78,8418,745,Elizabeth Lane,John Perry," $34,99,721.24 ",130.96%,Hit,Good Performance
1831,Until least stage,Romance,2012,07-05-2012,France," $17,23,572.15 "," $29,69,567.19 "," $61,63,263.69 "," $5,28,473.44 "," $17,33,565.21 ",7.3,80,13926,311,Amanda Montgomery,Sarah Ross," $44,39,691.54 ",257.59%,Hit,Good Performance
1832,Conference why final,Horror,1970,23-08-1970,UK," $3,84,512.95 "," $5,38,369.83 "," $13,41,256.16 "," $1,30,331.41 "," $2,78,458.07 ",8.7,88,245,50,Robin Hooper,Stephanie Moore," $9,56,743.21 ",248.82%,Hit,Excellent Performance
1833,Perhaps low,Drama,2014,08-11-2014,China," $15,09,844.54 "," $25,44,834.18 "," $41,26,502.79 "," $7,30,174.12 "," $15,26,186.71 ",9.1,88,1853,99,Jason Jones,David Hart," $26,16,658.25 ",173.31%,Hit,Excellent Performance
1834,Talk,Drama,1971,01-12-1971,USA," $42,11,588.86 "," $28,71,442.04 "," $42,11,588.86 "," $8,30,517.88 "," $15,08,494.44 ",8.1,92,56455,10758,Patricia Munoz,Mark Jones, $-   ,0.00%,Break_even,Excellent Performance
1835,Change blue receive,Romance,2017,07-04-2017,USA," $14,38,262.71 "," $30,02,889.15 "," $61,93,201.41 "," $3,61,119.60 "," $13,53,999.34 ",6.6,62,9642,1634,Melissa Cohen,Brian Rodriguez," $47,54,938.70 ",330.60%,Hit,Good Performance
1836,Work commercial,Romance,1968,30-11-1968,USA," $11,54,272.29 "," $18,56,006.30 "," $29,10,057.22 "," $4,25,804.55 "," $9,11,025.25 ",8,58,1356,425,Ashley Medina,Dustin Jackson," $17,55,784.93 ",152.11%,Hit,Excellent Performance
1837,Street realize,Sci-Fi,1979,08-11-1979,USA," $16,17,338.58 "," $10,30,486.29 "," $16,17,338.58 "," $2,38,579.91 "," $5,31,195.91 ",7.4,82,556,3290,Gary Simmons,Shannon Hunt, $-   ,0.00%,Break_even,Good Performance
1838,Recent project,Action,2013,01-06-2013,USA," $31,58,999.25 "," $62,09,097.28 "," $1,29,67,954.62 "," $7,90,474.42 "," $30,57,842.51 ",8.8,71,2185,50,Michael Manning,Lorraine White DDS," $98,08,955.37 ",310.51%,Hit,Excellent Performance
1839,Position region should,Drama,1967,14-09-1967,USA," $41,16,081.65 "," $71,23,007.25 "," $1,57,06,305.37 "," $7,69,535.12 "," $30,58,601.73 ",8,100,790,3602,Rachel Kirby,Meghan Mcintosh," $1,15,90,223.72 ",281.58%,Hit,Excellent Performance
1840,Support shake suggest up,Comedy,2013,13-02-2013,USA," $21,90,202.74 "," $40,92,478.89 "," $84,77,872.30 "," $8,82,782.46 "," $24,27,828.38 ",6.2,61,20110,94,Donna Wagner,James Erickson," $62,87,669.56 ",287.08%,Hit,Good Performance
1841,Or series,Thriller,1980,04-03-1980,USA," $16,74,583.20 "," $14,96,343.47 "," $27,82,353.53 "," $2,08,159.37 "," $6,15,454.15 ",5.2,53,1536,5289,Jordan Orozco,Ashley French," $11,07,770.33 ",66.15%,flop,Average
1842,Wish,Documentary,1966,13-03-1966,USA," $6,23,05,841.89 "," $18,20,97,233.00 "," $26,47,74,877.40 "," $4,06,81,308.89 "," $8,77,24,745.12 ",4.5,44,8687,217,Donna Hall,Elizabeth Shannon," $20,24,69,035.51 ",324.96%,Hit,Average
1843,Specific soldier street,Sci-Fi,2021,15-01-2021,USA," $8,17,136.84 "," $5,25,274.29 "," $12,56,665.21 "," $1,10,673.00 "," $2,85,933.73 ",6.6,79,6371,466,Vanessa Fox,Richard Davis," $4,39,528.37 ",53.79%,flop,Good Performance
1844,Purpose plan southern,Horror,2021,02-11-2021,Australia," $13,47,247.57 "," $22,42,040.85 "," $42,24,532.89 "," $4,89,746.37 "," $9,57,042.18 ",8.1,72,907,285,Terry Lawrence,Christopher Rodgers," $28,77,285.32 ",213.57%,Hit,Excellent Performance
1845,Begin develop even hospital,Romance,1971,08-11-1971,USA," $48,07,029.33 "," $24,69,795.84 "," $48,07,029.33 "," $3,41,940.31 "," $13,97,298.80 ",8.8,100,2108,83,Karen Barrett,Sydney Jordan, $-   ,0.00%,Break_even,Excellent Performance
1846,Us check artist,Drama,2001,23-11-2001,USA," $1,45,24,246.58 "," $2,96,94,290.84 "," $4,81,07,468.81 "," $66,89,310.82 "," $1,23,56,854.90 ",7.9,87,928,1864,Jeremy Davis,David Martin," $3,35,83,222.23 ",231.22%,Hit,Good Performance
1847,By result else rise,Drama,2018,05-08-2018,Canada," $9,32,138.20 "," $11,14,274.93 "," $25,20,240.50 "," $2,96,899.86 "," $4,50,517.52 ",7.2,80,424,2060,Daniel Brown,Teresa Davis," $15,88,102.30 ",170.37%,Hit,Good Performance
1848,Growth collection like,Action,1999,13-03-1999,USA," $85,07,358.52 "," $1,29,27,724.07 "," $2,50,38,418.01 "," $15,25,775.96 "," $67,45,572.82 ",7,77,13602,101,Donna Hall,Joel Hunt," $1,65,31,059.49 ",194.31%,Hit,Good Performance
